"fdc_id","data_type","description","food_category_id","publication_date"
"1097813","survey_fndds_food","Infant formula, ready-to-feed (Store Brand)","","2020-10-30"
"1097814","survey_fndds_food","Infant formula, liquid concentrate, made with tap water (Store Brand)","","2020-10-30"
"1097815","survey_fndds_food","Infant formula, liquid concentrate, made with plain bottled water (Store Brand)","","2020-10-30"
"1097816","survey_fndds_food","Infant formula, liquid concentrate, made with baby water (Store Brand)","","2020-10-30"
"1097817","survey_fndds_food","Infant formula, powder, made with tap water (Store Brand)","","2020-10-30"
"1097818","survey_fndds_food","Infant formula, powder, made with plain bottled water (Store Brand)","","2020-10-30"
"1097819","survey_fndds_food","Infant formula, powder, made with baby water (Store Brand)","","2020-10-30"
"1097820","survey_fndds_food","Infant formula, NS as to form (Enfamil ProSobee)","","2020-10-30"
"1097821","survey_fndds_food","Infant formula, ready-to-feed (Enfamil ProSobee)","","2020-10-30"
"1097822","survey_fndds_food","Infant formula, liquid concentrate, made with water, NFS (Enfamil ProSobee)","","2020-10-30"
"1097823","survey_fndds_food","Infant formula, powder, made with water, NFS (Enfamil ProSobee)","","2020-10-30"
"1097824","survey_fndds_food","Infant formula, liquid concentrate, made with tap water (Enfamil ProSobee)","","2020-10-30"
"1097825","survey_fndds_food","Infant formula, liquid concentrate, made with plain bottled water (Enfamil ProSobee)","","2020-10-30"
"1097826","survey_fndds_food","Infant formula, liquid concentrate, made with baby water (Enfamil ProSobee)","","2020-10-30"
"1097827","survey_fndds_food","Infant formula, powder, made with tap water (Enfamil ProSobee)","","2020-10-30"
"1097828","survey_fndds_food","Infant formula, powder, made with plain bottled water (Enfamil ProSobee)","","2020-10-30"
"1097829","survey_fndds_food","Infant formula, powder, made with baby water (Enfamil ProSobee)","","2020-10-30"
"1097830","survey_fndds_food","Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions Soy)","","2020-10-30"
"1097831","survey_fndds_food","Infant formula, powder, made with water, NFS (Enfamil Enfagrow Toddler Transitions Soy)","","2020-10-30"
"1097832","survey_fndds_food","Infant formula, NS as to form (Similac Isomil Soy)","","2020-10-30"
"1097833","survey_fndds_food","Infant formula, ready-to-feed (Similac Isomil Soy)","","2020-10-30"
"1097834","survey_fndds_food","Infant formula, liquid concentrate, made with water, NFS (Similac Isomil Soy)","","2020-10-30"
"1097835","survey_fndds_food","Infant formula, powder, made with water, NFS (Similac Isomil Soy)","","2020-10-30"
"1097836","survey_fndds_food","Infant formula, liquid concentrate, made with tap water (Similac Isomil Soy)","","2020-10-30"
"1097837","survey_fndds_food","Infant formula, liquid concentrate, made with plain bottled water (Similac Isomil Soy)","","2020-10-30"
"1097838","survey_fndds_food","Infant formula, liquid concentrate, made with baby water (Similac Isomil Soy)","","2020-10-30"
"1097839","survey_fndds_food","Infant formula, powder, made with tap water (Similac Isomil Soy)","","2020-10-30"
"1097840","survey_fndds_food","Infant formula, powder, made with plain bottled water (Similac Isomil Soy)","","2020-10-30"
"1097841","survey_fndds_food","Infant formula, powder, made with baby water (Similac Isomil Soy)","","2020-10-30"
"1097842","survey_fndds_food","Infant formula, NS as to form (Similac Expert Care for Diarrhea)","","2020-10-30"
"1097843","survey_fndds_food","Infant formula, ready-to-feed (Similac Expert Care for Diarrhea)","","2020-10-30"
"1097844","survey_fndds_food","Infant formula, NS as to form (Gerber Good Start Soy)","","2020-10-30"
"1097845","survey_fndds_food","Infant formula, ready-to-feed (Gerber Good Start Soy)","","2020-10-30"
"1097846","survey_fndds_food","Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Soy)","","2020-10-30"
"1097847","survey_fndds_food","Infant formula, powder, made with water, NFS (Gerber Good Start Soy)","","2020-10-30"
"1097848","survey_fndds_food","Infant formula, liquid concentrate, made with tap water (Gerber Good Start Soy)","","2020-10-30"
"1097849","survey_fndds_food","Infant formula, liquid concentrate, made with plain bottled water (Gerber Good Start Soy)","","2020-10-30"
"1097850","survey_fndds_food","Infant formula, liquid concentrate, made with baby water (Gerber Good Start Soy)","","2020-10-30"
"1097851","survey_fndds_food","Infant formula, powder, made with tap water (Gerber Good Start Soy)","","2020-10-30"
"1097852","survey_fndds_food","Infant formula, powder, made with plain bottled water (Gerber Good Start Soy)","","2020-10-30"
"1097853","survey_fndds_food","Infant formula, powder, made with baby water (Gerber Good Start Soy)","","2020-10-30"
"1097854","survey_fndds_food","Infant formula, NS as to form (Gerber Graduates Soy)","","2020-10-30"
"1097855","survey_fndds_food","Infant formula, NS as to form (Store Brand Soy)","","2020-10-30"
"1097856","survey_fndds_food","Infant formula, ready-to-feed (Store brand Soy)","","2020-10-30"
"1097857","survey_fndds_food","Infant formula, liquid concentrate, made with water, NFS (Store Brand Soy)","","2020-10-30"
"1097858","survey_fndds_food","Infant formula, powder, made with water, NFS (Store Brand Soy)","","2020-10-30"
"1097859","survey_fndds_food","Infant formula, powder, made with tap water (Store Brand Soy)","","2020-10-30"
"1097860","survey_fndds_food","Infant formula, powder, made with plain bottled water (Store Brand Soy)","","2020-10-30"
"1097861","survey_fndds_food","Infant formula, powder, made with baby water (Store Brand Soy)","","2020-10-30"
"1097862","survey_fndds_food","Infant formula, NS as to form (Enfamil Nutramigen)","","2020-10-30"
"1097863","survey_fndds_food","Infant formula, ready-to-feed (Enfamil Nutramigen)","","2020-10-30"
"1097864","survey_fndds_food","Infant formula, liquid concentrate, made with water, NFS (Enfamil Nutramigen)","","2020-10-30"
"1097865","survey_fndds_food","Infant formula, powder, made with water, NFS (Enfamil Nutramigen)","","2020-10-30"
"1097866","survey_fndds_food","Infant formula, NS as to form (PurAmino)","","2020-10-30"
"1097867","survey_fndds_food","Infant formula, powder, made with water, NFS (PurAmino)","","2020-10-30"
"1097868","survey_fndds_food","Infant formula, NS as to form (Enfamil Pregestimil)","","2020-10-30"
"1097869","survey_fndds_food","Infant formula, ready-to-feed (Enfamil Pregestimil)","","2020-10-30"
"1097870","survey_fndds_food","Infant formula, powder, made with water, NFS (Enfamil Pregestimil)","","2020-10-30"
"1097871","survey_fndds_food","Infant formula, ready-to-feed, low iron (Enfamil Premature 20 Cal)","","2020-10-30"
"1097872","survey_fndds_food","Infant formula, ready-to-feed, with iron (Enfamil Premature 20 Cal)","","2020-10-30"
"1097873","survey_fndds_food","Milk, dry, not reconstituted, NS as to fat content ","","2020-10-30"
"1097874","survey_fndds_food","Milk, dry, not reconstituted, whole","","2020-10-30"
"1097875","survey_fndds_food","Milk, dry, not reconstituted, low fat (1%)","","2020-10-30"
"1097876","survey_fndds_food","Milk, dry, not reconstituted, fat free (skim)","","2020-10-30"
"1097877","survey_fndds_food","Whey, sweet, dry","","2020-10-30"
"1097878","survey_fndds_food","Cocoa powder, not reconstituted","","2020-10-30"
"1097879","survey_fndds_food","Chocolate beverage powder, dry mix, not reconstituted ","","2020-10-30"
"1097880","survey_fndds_food","Chocolate beverage powder, light, dry mix, not reconstituted","","2020-10-30"
"1097881","survey_fndds_food","Milk, malted, dry mix, not reconstituted","","2020-10-30"
"1097882","survey_fndds_food","Strawberry beverage powder, dry mix, not reconstituted","","2020-10-30"
"1097883","survey_fndds_food","Cream, NS as to light, heavy, or half and half","","2020-10-30"
"1097884","survey_fndds_food","Cream, light","","2020-10-30"
"1097885","survey_fndds_food","Cream, half and half","","2020-10-30"
"1097886","survey_fndds_food","Cream, half and half, flavored","","2020-10-30"
"1097887","survey_fndds_food","Cream, half and half, fat free","","2020-10-30"
"1097888","survey_fndds_food","Cream, heavy","","2020-10-30"
"1097889","survey_fndds_food","Cream, whipped","","2020-10-30"
"1097890","survey_fndds_food","Coffee creamer, NFS","","2020-10-30"
"1097891","survey_fndds_food","Coffee creamer, liquid","","2020-10-30"
"1097892","survey_fndds_food","Coffee creamer, liquid, flavored","","2020-10-30"
"1097893","survey_fndds_food","Coffee creamer, liquid, fat free","","2020-10-30"
"1097894","survey_fndds_food","Coffee creamer, liquid, fat free, flavored","","2020-10-30"
"1097895","survey_fndds_food","Coffee creamer, liquid, fat free, sugar free, flavored","","2020-10-30"
"1097896","survey_fndds_food","Coffee creamer, liquid, sugar free, flavored","","2020-10-30"
"1097897","survey_fndds_food","Coffee creamer, powder","","2020-10-30"
"1097898","survey_fndds_food","Coffee creamer, powder, flavored","","2020-10-30"
"1097899","survey_fndds_food","Coffee creamer, powder, fat free","","2020-10-30"
"1097900","survey_fndds_food","Coffee creamer,powder, fat free, flavored","","2020-10-30"
"1097901","survey_fndds_food","Coffee creamer,powder, sugar free, flavored","","2020-10-30"
"1097902","survey_fndds_food","Coffee creamer, soy, liquid","","2020-10-30"
"1097903","survey_fndds_food","Whipped topping","","2020-10-30"
"1097904","survey_fndds_food","Whipped topping, fat free","","2020-10-30"
"1097905","survey_fndds_food","Whipped topping, sugar free","","2020-10-30"
"1097906","survey_fndds_food","Sour cream, regular","","2020-10-30"
"1097907","survey_fndds_food","Sour cream, light","","2020-10-30"
"1097908","survey_fndds_food","Sour cream, fat free","","2020-10-30"
"1097909","survey_fndds_food","Sour cream, imitation","","2020-10-30"
"1097910","survey_fndds_food","Dip, NFS","","2020-10-30"
"1097911","survey_fndds_food","Chipotle dip, regular","","2020-10-30"
"1097912","survey_fndds_food","Chipotle dip, light","","2020-10-30"
"1097913","survey_fndds_food","Dill dip, regular","","2020-10-30"
"1097914","survey_fndds_food","Dill dip, light","","2020-10-30"
"1097915","survey_fndds_food","Onion dip, regular","","2020-10-30"
"1097916","survey_fndds_food","Onion dip, light","","2020-10-30"
"1097917","survey_fndds_food","Ranch dip, regular","","2020-10-30"
"1097918","survey_fndds_food","Ranch dip, light","","2020-10-30"
"1097919","survey_fndds_food","Spinach dip, regular","","2020-10-30"
"1097920","survey_fndds_food","Spinach dip, light","","2020-10-30"
"1097921","survey_fndds_food","Vegetable dip, regular","","2020-10-30"
"1097922","survey_fndds_food","Vegetable dip, light","","2020-10-30"
"1097923","survey_fndds_food","Ice cream, NFS","","2020-10-30"
"1097924","survey_fndds_food","Ice cream, vanilla","","2020-10-30"
"1097925","survey_fndds_food","Ice cream, vanilla, with additional ingredients","","2020-10-30"
"1097926","survey_fndds_food","Ice cream, chocolate","","2020-10-30"
"1097927","survey_fndds_food","Ice cream, chocolate, with additional ingredients","","2020-10-30"
"1097928","survey_fndds_food","Ice cream, soft serve, vanilla","","2020-10-30"
"1097929","survey_fndds_food","Ice cream, soft serve, chocolate","","2020-10-30"
"1097930","survey_fndds_food","Gelato, vanilla","","2020-10-30"
"1097931","survey_fndds_food","Gelato, chocolate","","2020-10-30"
"1097932","survey_fndds_food","Ice cream bar, vanilla","","2020-10-30"
"1097933","survey_fndds_food","Ice cream bar, vanilla, chocolate coated","","2020-10-30"
"1097934","survey_fndds_food","Ice cream candy bar","","2020-10-30"
"1097935","survey_fndds_food","Ice cream bar, chocolate","","2020-10-30"
"1097936","survey_fndds_food","Ice cream sandwich, vanilla","","2020-10-30"
"1097937","survey_fndds_food","Ice cream sandwich, chocolate","","2020-10-30"
"1097938","survey_fndds_food","Ice cream cookie sandwich","","2020-10-30"
"1097939","survey_fndds_food","Ice cream cone, scooped, vanilla","","2020-10-30"
"1097940","survey_fndds_food","Ice cream cone, scooped, vanilla, waffle cone","","2020-10-30"
"1097941","survey_fndds_food","Ice cream cone, NFS","","2020-10-30"
"1097942","survey_fndds_food","Ice cream cone, scooped, chocolate","","2020-10-30"
"1097943","survey_fndds_food","Ice cream cone, scooped, chocolate, waffle cone","","2020-10-30"
"1097944","survey_fndds_food","Ice cream cone, soft serve, vanilla","","2020-10-30"
"1097945","survey_fndds_food","Ice cream cone, soft serve, chocolate","","2020-10-30"
"1097946","survey_fndds_food","Ice cream cone, soft serve, vanilla, waffle cone","","2020-10-30"
"1097947","survey_fndds_food","Ice cream cone, soft serve, chocolate, waffle cone","","2020-10-30"
"1097948","survey_fndds_food","Ice cream cone, vanilla, prepackaged","","2020-10-30"
"1097949","survey_fndds_food","Ice cream cone, chocolate, prepackaged","","2020-10-30"
"1097950","survey_fndds_food","Ice cream soda, flavors other than chocolate","","2020-10-30"
"1097951","survey_fndds_food","Ice cream soda, chocolate","","2020-10-30"
"1097952","survey_fndds_food","Ice cream sundae, NFS","","2020-10-30"
"1097953","survey_fndds_food","Ice cream sundae, fruit topping","","2020-10-30"
"1097954","survey_fndds_food","Banana split","","2020-10-30"
"1097955","survey_fndds_food","Ice cream sundae, hot fudge topping","","2020-10-30"
"1097956","survey_fndds_food","Ice cream sundae, caramel topping","","2020-10-30"
"1097957","survey_fndds_food","Ice cream, fried","","2020-10-30"
"1097958","survey_fndds_food","Light ice cream, NFS","","2020-10-30"
"1097959","survey_fndds_food","Light ice cream, vanilla","","2020-10-30"
"1097960","survey_fndds_food","Light ice cream, chocolate","","2020-10-30"
"1097961","survey_fndds_food","Soft serve, blended with candy or cookies, from fast food","","2020-10-30"
"1097962","survey_fndds_food","Light ice cream sandwich, vanilla","","2020-10-30"
"1097963","survey_fndds_food","Light ice cream sandwich, chocolate","","2020-10-30"
"1097964","survey_fndds_food","Light ice cream bar, vanilla","","2020-10-30"
"1097965","survey_fndds_food","Light ice cream bar, vanilla, chocolate coated","","2020-10-30"
"1097966","survey_fndds_food","Light ice cream bar, chocolate","","2020-10-30"
"1097967","survey_fndds_food","Creamsicle","","2020-10-30"
"1097968","survey_fndds_food","Creamsicle, light","","2020-10-30"
"1097969","survey_fndds_food","Fudgesicle","","2020-10-30"
"1097970","survey_fndds_food","Light ice cream cone, vanilla, prepackaged","","2020-10-30"
"1097971","survey_fndds_food","Light ice cream cone, chocolate, prepackaged","","2020-10-30"
"1097972","survey_fndds_food","Sherbet, all flavors","","2020-10-30"
"1097973","survey_fndds_food","Fudgesicle, light","","2020-10-30"
"1097974","survey_fndds_food","Pudding, chocolate, NFS","","2020-10-30"
